DATE,T10Y3M
1998-01-16,0.30400000000000000000
1998-01-23,0.45000000000000000000
1998-01-30,0.41000000000000000000
1998-02-06,0.40000000000000000000
1998-02-13,0.34800000000000000000
1998-02-20,0.29000000000000000000
1998-02-27,0.33000000000000000000
1998-03-06,0.55000000000000000000
1998-03-13,0.53000000000000000000
1998-03-20,0.40600000000000000000
1998-03-27,0.44000000000000000000
1998-04-03,0.48000000000000000000
1998-04-10,0.47750000000000000000
1998-04-17,0.51000000000000000000
1998-04-24,0.59200000000000000000
1998-05-01,0.70600000000000000000
1998-05-08,0.56800000000000000000
1998-05-15,0.54800000000000000000
1998-05-22,0.41800000000000000000
1998-05-29,0.48250000000000000000
1998-06-05,0.46000000000000000000
1998-06-12,0.36800000000000000000
1998-06-19,0.27800000000000000000
1998-06-26,0.40200000000000000000
1998-07-03,0.33750000000000000000
1998-07-10,0.33600000000000000000
1998-07-17,0.34000000000000000000
1998-07-24,0.37400000000000000000
1998-07-31,0.42400000000000000000
1998-08-07,0.36600000000000000000
1998-08-14,0.36600000000000000000
1998-08-21,0.33600000000000000000
1998-08-28,0.17800000000000000000
1998-09-04,0.15400000000000000000
1998-09-11,0.03250000000000000000
1998-09-18,0.09200000000000000000
1998-09-25,-0.00400000000000000000
1998-10-02,0.07200000000000000000
1998-10-09,0.34800000000000000000
1998-10-16,0.63000000000000000000
1998-10-23,0.62200000000000000000
1998-10-30,0.41800000000000000000
1998-11-06,0.26200000000000000000
1998-11-13,0.30250000000000000000
1998-11-20,0.38800000000000000000
1998-11-27,0.25000000000000000000
1998-12-04,0.14600000000000000000
1998-12-11,0.13800000000000000000
1998-12-18,0.11000000000000000000
1998-12-25,0.21250000000000000000
1999-01-01,0.15250000000000000000
1999-01-08,0.28600000000000000000
1999-01-15,0.28600000000000000000
1999-01-22,0.33750000000000000000
1999-01-29,0.20600000000000000000
1999-02-05,0.33400000000000000000
1999-02-12,0.43000000000000000000
1999-02-19,0.48750000000000000000
1999-02-26,0.53200000000000000000
1999-03-05,0.73000000000000000000
1999-03-12,0.59600000000000000000
1999-03-19,0.59400000000000000000
1999-03-26,0.69200000000000000000
1999-04-02,0.77200000000000000000
1999-04-09,0.69800000000000000000
1999-04-16,0.82400000000000000000
1999-04-23,0.81800000000000000000
1999-04-30,0.75200000000000000000
1999-05-07,0.83200000000000000000
1999-05-14,0.92400000000000000000
1999-05-21,0.96800000000000000000
1999-05-28,0.91000000000000000000
1999-06-04,1.11750000000000000000
1999-06-11,1.2360000000000000
1999-06-18,1.2060000000000000
1999-06-25,1.2340000000000000
1999-07-02,1.10000000000000000000
1999-07-09,1.18250000000000000000
1999-07-16,1.00800000000000000000
1999-07-23,1.08600000000000000000
1999-07-30,1.14600000000000000000
1999-08-06,1.14400000000000000000
1999-08-13,1.2100000000000000
1999-08-20,1.10000000000000000000
1999-08-27,0.84600000000000000000
1999-09-03,1.00800000000000000000
1999-09-10,1.12250000000000000000
1999-09-17,1.16800000000000000000
1999-09-24,1.07200000000000000000
1999-10-01,1.03600000000000000000
1999-10-08,1.18000000000000000000
1999-10-15,1.12000000000000000000
1999-10-22,1.04800000000000000000
1999-10-29,1.02600000000000000000
1999-11-05,0.86400000000000000000
1999-11-12,0.75750000000000000000
1999-11-19,0.76000000000000000000
1999-11-26,0.81250000000000000000
1999-12-03,0.91600000000000000000
1999-12-10,0.88600000000000000000
1999-12-17,0.84600000000000000000
1999-12-24,0.82250000000000000000
1999-12-31,1.08200000000000000000
2000-01-07,1.12800000000000000000
2000-01-14,1.2320000000000000
2000-01-21,1.2600000000000000
2000-01-28,1.09600000000000000000
2000-02-04,0.89800000000000000000
2000-02-11,0.93800000000000000000
2000-02-18,0.82000000000000000000
2000-02-25,0.57000000000000000000
2000-03-03,0.61600000000000000000
2000-03-10,0.54600000000000000000
2000-03-17,0.41000000000000000000
2000-03-24,0.22800000000000000000
2000-03-31,0.24800000000000000000
2000-04-07,0.05000000000000000000
2000-04-14,0.06400000000000000000
2000-04-21,0.20250000000000000000
2000-04-28,0.36600000000000000000
2000-05-05,0.45600000000000000000
2000-05-12,0.35200000000000000000
2000-05-19,0.42800000000000000000
2000-05-26,0.49200000000000000000
2000-06-02,0.47750000000000000000
2000-06-09,0.18600000000000000000
2000-06-16,0.20000000000000000000
2000-06-23,0.26200000000000000000
